accuracy,iou_score,loss,val_accuracy,val_iou_score,val_loss
0.9895389080047607,0.7929036617279053,0.7851572632789612,0.981383740901947,0.6694338321685791,0.8161530494689941
0.9897134900093079,0.7959150075912476,0.784892201423645,0.9817127585411072,0.6724753975868225,0.8159211874008179
0.9899246692657471,0.7961980104446411,0.7844663262367249,0.9817924499511719,0.6756921410560608,0.8143245577812195
0.9904237389564514,0.802118182182312,0.7831836342811584,0.98187655210495,0.6729947924613953,0.8152936697006226
0.9908751845359802,0.8085061311721802,0.7819656133651733,0.981986939907074,0.6749737858772278,0.8149381279945374
0.9907528758049011,0.8065400719642639,0.7823298573493958,0.9821863174438477,0.6734344363212585,0.8150373697280884
0.9907577633857727,0.8060123920440674,0.7824116945266724,0.9822220206260681,0.6751550436019897,0.8144678473472595
0.9907361268997192,0.8054636716842651,0.7825930118560791,0.9810943007469177,0.6668834090232849,0.8163426518440247
0.9906720519065857,0.8067743182182312,0.7823635935783386,0.980181872844696,0.665935754776001,0.8163318037986755
0.9906731247901917,0.8039405345916748,0.7828282713890076,0.979464054107666,0.6561328172683716,0.8187869787216187
0.9903711676597595,0.8010318875312805,0.7835076451301575,0.9790642261505127,0.6642261147499084,0.8169768452644348
0.9902057647705078,0.8010262250900269,0.7834791541099548,0.9808927774429321,0.6697747707366943,0.8160607814788818
0.9903775453567505,0.8052569627761841,0.7826182246208191,0.9814836382865906,0.6659642457962036,0.8168343901634216
0.9904651641845703,0.8042044043540955,0.7827332019805908,0.981097936630249,0.6655775308609009,0.8170631527900696
0.9905878901481628,0.8076720833778381,0.7820798754692078,0.9815372824668884,0.6656966805458069,0.816986620426178
0.990665853023529,0.8100957274436951,0.7815993428230286,0.9812185764312744,0.6629159450531006,0.8174588680267334
0.9906736612319946,0.8097781538963318,0.7816858887672424,0.9807361364364624,0.6573451161384583,0.8191245198249817
0.9907313585281372,0.8092837929725647,0.7817921042442322,0.9814732670783997,0.6685203909873962,0.8161213994026184
0.9908459782600403,0.8100110292434692,0.7817018032073975,0.9817538857460022,0.6703277230262756,0.8154683709144592
